id,query,golden_document_id,is_match,top_hit_elser_1_url,top_hit_elser_1_score,top_hit_elser_2_url,top_hit_elser_2_score,top_hit_elser_3_url,top_hit_elser_3_score,top_hit_elser_4_url,top_hit_elser_4_score,top_hit_elser_5_url,top_hit_elser_5_score
127,"I've purchased a second-hand asset for my business, but I'm not sure if I can use the same depreciation rate as the previous owner. Can you help me understand how to determine the effective life of a second-hand asset?",TR 2021/3,True,TR 2022/1,,TR 2021/3,,TR 2019/5,,TR 2020/3,,TR 2018/4,
130,"Can the Commissioner make a determination under subsection 45A(2) or 45B(3) of the ITAA 1936 that section 45C of the ITAA 1936 applies to the whole, or any part, of the Capital Component of the Buy-Back Price received by participating shareholders in the context of an off-market share buy-back?",CR 2008/11,False,CR 2008/10,,CR 2007/12,,CR 2007/41,,CR 2009/32,,CR 2019/38,
132,"What happens to the shares that are bought back by the company in an off-market share buy-back, and how does this affect the shareholder's tax obligations?",CR 2008/11,False,CR 2019/5,,CR 2019/30,,CR 2015/20,,CR 2007/41,,CR 2018/24,
133,How does the Australian Taxation Office determine the amount of tax that a shareholder needs to pay on the money they receive from an off-market share buy-back?,CR 2008/11,False,CR 2019/14,,CR 2018/24,,TR 2017/3,,CR 2015/32,,CR 2015/32,
134,"Can a shareholder who participates in an off-market share buy-back claim a tax offset for the franking credits attached to the dividend component of the buy-back price, and if so, how do they do this?",CR 2008/11,False,CR 2021/32,,CR 2021/4,,CR 2019/5,,CR 2019/31,,CR 2019/38,
135,How does the creation of contractual or other rights by a government entity impact the application of Event Number D1 in subsection 109-5(2) of the Income Tax Assessment Act 1997?,TD 1999/77,True,TD 1999/77,,TD 1999/81,,TD 1999/80,,TD 1999/82,,TD 1999/81,
138,"If the government creates a new law that gives me a right to something, like a refund, is that considered a gain that I need to pay tax on?",TD 1999/77,True,TD 1999/77,,TR 97/15,,TD 1999/82,,TD 1999/77,,MT 2010/1,
137,In what circumstances would a government entity's creation of rights in another entity trigger the acquisition of those rights for the purposes of Event Number D1 in subsection 109-5(2)?,TD 1999/77,True,TD 1999/81,,TD 1999/77,,TD 2018/15,,TD 1999/82,,TD 1999/77,
140,"If I receive a payment from the government because of a new law or agreement, is that payment considered income or a capital gain, and how is it taxed?",TD 1999/77,False,CR 2015/19,,CR 2012/31,,TR 96/5,,CR 2014/29,,CR 2016/7,
139,"Can the government create a contract or agreement with me that would affect my tax situation, and if so, how?",TD 1999/77,False,CR 2012/31,,TR 96/5,,GSTR 2000/37,,TR 2011/1,,TR 2022/4,
141,"How does the tax office determine the amount that could reasonably be expected to be received by an employee in consequence of voluntary termination of their employment at the time of retirement, for the purposes of calculating an early retirement scheme payment?",CR 2023/29,False,CR 2017/32,,CR 2016/26,,CR 2015/39,,CR 2009/1,,CR 2017/28,
142,"Can you provide further guidance on the requirements for a scheme to be considered an early retirement scheme for the purposes of section 83-180, specifically in relation to the employer's purpose in implementing the scheme?",CR 2023/29,False,CR 2010/24,,CR 2014/18,,CR 2014/34,,CR 2014/38,,CR 2022/32,
143,"How does the tax office calculate the tax-free amount of an early retirement scheme payment, and what are the implications for payments that exceed this limit?",CR 2023/29,False,CR 2016/40,,CR 2018/10,,CR 2009/1,,CR 2016/14,,CR 2012/30,
144,"I'm an employee who is considering taking part in an early retirement scheme offered by my employer. How will the payment I receive be taxed, and are there any limits on the amount that is tax-free?",CR 2023/29,False,CR 2013/38,,CR 2016/14,,CR 2016/24,,CR 2016/15,,CR 2016/8,
147,Does the term 'court order' in the context of capital gains tax encompass not only the initial court order but also any subsequent orders that modify or rescind the original order?,TD 1999/50,True,TD 1999/50,,TD 1999/51,,TD 1999/52,,TD 1999/47,,TD 1999/53,
136,"Can a government entity, being a body politic, create rights in another entity that would be subject to the capital gains provisions under Division 109 in Part 3-1?",TD 1999/77,True,TD 1999/77,,TD 1999/81,,TD 1999/77,,TD 1999/81,,TR 94/29,
131,How does the Commissioner determine whether a shareholder is a 'qualified person' in relation to the Dividend Component received under an off-market share buy-back for the purposes of Division 1A of former Part IIIAA of the ITAA 1936?,CR 2008/11,True,CR 2008/11,,CR 2015/38,,CR 2007/27,,CR 2007/12,,CR 2007/34,
148,Can a later court order that varies or cancels an earlier order be considered a 'court order' for the purposes of determining capital gains tax implications?,TD 1999/50,True,TD 1999/51,,TD 1999/50,,TD 1999/55,,TD 1999/47,,TD 1999/54,
129,How does the Commissioner determine the market value of a share for the purposes of subsection 159GZZZQ(2) of the ITAA 1936 in the context of an off-market share buy-back where the company's shares were not traded during the five-day period prior to the announcement of the buy-back?,CR 2008/11,False,TD 2004/22,,CR 2008/10,,CR 2007/41,,CR 2007/12,,CR 2007/27,
150,"If a court makes a decision about my assets during a divorce, and then later changes that decision, does the new decision affect my taxes?",TD 1999/50,False,TR 97/9,,TD 1999/55,,TD 2012/21,,TD 1999/53,,TR 92/18,
149,"Is the scope of 'court order' in the Income Tax Assessment Act 1997 limited to the original order, or does it include any subsequent orders made by the court to vary or cancel the original order?",TD 1999/50,True,TD 1999/50,,TD 1999/51,,TD 1999/55,,TD 94/18,,TD 1999/47,
145,I'm not sure if I understand what an early retirement scheme is. Can you explain what it means and how it affects my employment and taxation?,CR 2023/29,False,CR 2016/6,,CR 2009/5,,CR 2015/16,,CR 2016/38,,CR 2022/12,
152,"If a court makes a ruling about my assets and then later updates that ruling, do I need to report the update on my taxes?",TD 1999/50,False,TR 2006/11,,GSTD 2012/3,,TR 2014/1,,TD 2004/46,,GSTR 2003/13,
151,"I got a court order about my property during my separation, but then the court changed it. Does the new order count for tax purposes?",TD 1999/50,True,TD 1999/55,,TD 1999/52,,TD 1999/50,,TD 1999/51,,TR 2014/5,
153,What are the specific guidelines for calculating interest under section 170AA for life assurance companies that have lodged amended returns in accordance with TR 92/7 by 31 May 1993?,TD 93/54,True,TD 93/54,,TD 93/54,,TD 93/54,,TD 92/169,,TR 2001/9,
155,"What are the implications of section 223 on life assurance companies that have made false and misleading statements, and how does the Commissioner impose a culpability component and a per annum component in such cases?",TD 93/54,True,TD 93/54,,TD 93/54,,TD 96/29,,MT 2012/3,,TR 2001/9,
157,"How does the tax office work out how much interest a life insurance company owes if they haven't paid their taxes on time, and are there any special rules for this?",TD 93/54,False,TR 2003/14,,PR 2015/11,,TR 93/16,,TR 2010/8,,CR 2022/11,
156,"If a life insurance company owes back taxes and interest, what happens if they pay everything by a certain deadline, and will they still have to pay penalties?",TD 93/54,False,TD 2015/17,,PR 2012/24,,PR 2015/11,,PR 2014/14,,TR 2001/9,
158,"If a life insurance company has already been audited or has voluntarily disclosed errors in their tax returns, can they still take advantage of a special arrangement to reduce their penalties and interest?",TD 93/54,True,TD 93/54,,TD 2015/17,,GSTR 2004/1,,TD 2015/17,,TD 92/164,
159,"Does the roll-over relief under sections 126-5 and 126-15 of the ITAA 1997 require a formal marriage breakdown, or can it be triggered by an informal separation?",TD 1999/49,True,TD 1999/49,,TD 1999/49,,TD 1999/60,,TD 1999/49,,TD 1999/51,
160,"How does the ATO interpret the term 'marriage breakdown' for the purposes of sections 126-5 and 126-15, particularly in cases where there is no formal decree of dissolution or nullity?",TD 1999/49,True,TD 1999/49,,TD 1999/49,,TD 1999/60,,TD 1999/49,,TD 1999/48,
161,"Can roll-over relief under sections 126-5 and 126-15 be available in situations where the spouses have not formally separated, but have formed an intention to sever the marital relationship and have acted on that intention?",TD 1999/49,True,TD 1999/49,,TD 1999/49,,TD 1999/48,,TD 1999/60,,TD 1999/53,
146,"I've been offered a lump sum payment as part of an early retirement scheme. Will I have to pay tax on the whole amount, or is some of it tax-free?",CR 2023/29,False,CR 2007/20,,CR 2016/17,,CR 2014/17,,CR 2017/7,,CR 2014/18,
162,"If my partner and I are getting a divorce, can we transfer assets to each other without having to pay capital gains tax?",TD 1999/49,False,TD 1999/55,,TD 1999/53,,TD 96/4,,TD 1999/52,,TD 1999/56,
163,"What happens if my partner and I separate, but we don't get a formal divorce? Can we still transfer assets to each other without paying tax?",TD 1999/49,False,TD 1999/52,,GSTR 2003/6,,TD 1999/55,,GSTR 2004/6,,GSTR 2003/13,
166,"Can you clarify the application of sections 45A, 45B, and 45C in relation to a return of share capital, and under what circumstances would the Commissioner make a determination that section 45C applies?",CR 2018/34,False,CR 2014/31,,CR 2009/7,,CR 2011/30,,CR 2010/31,,CR 2017/16,
164,"If my partner and I are in a de facto relationship and we break up, can we transfer assets to each other without having to pay capital gains tax?",TD 1999/49,True,GSTR 2003/6,,TD 1999/49,,TD 1999/53,,GSTR 2003/6,,GSTR 2009/2,
168,"I received a payment from a company that said it was a return of share capital. Is this considered a dividend, and do I need to pay tax on it?",CR 2018/34,False,TR 2012/5,,CR 2009/15,,CR 2022/31,,CR 2007/22,,TR 2012/5,
167,"How does the Commissioner determine the capital gains tax (CGT) consequences for resident and foreign resident shareholders when a return of share capital is made, and what are the implications for CGT event G1 and CGT event C2?",CR 2018/34,False,CR 2012/14,,CR 2011/20,,CR 2010/38,,CR 2010/16,,CR 2017/13,
165,"How does the Commissioner determine whether a return of share capital is a dividend under subsection 6(1) of the ITAA 1936, and what are the implications for shareholders?",CR 2018/34,False,CR 2016/39,,CR 2021/40,,CR 2007/13,,CR 2008/18,,CR 2010/38,
169,"I'm a shareholder in a company that's returning some of its capital to shareholders. How will this affect my tax situation, and are there any specific rules I need to be aware of?",CR 2018/34,False,CR 2014/41,,CR 2010/25,,CR 2008/4,,CR 2021/40,,CR 2009/15,
170,"I'm a foreign resident who owns shares in an Australian company. If the company returns some of its capital to shareholders, do I need to pay tax on this in Australia, and are there any specific rules that apply to me?",CR 2018/34,False,CR 2012/11,,CR 2011/20,,CR 2010/38,,CR 2009/7,,CR 2010/39,
154,How does the Commissioner exercise discretion in remitting penalties under section 227 or interest on underpayments of tax under subsection 170AA(11) for life assurance companies subject to TR 92/7?,TD 93/54,True,TD 93/54,,TD 93/54,,TR 2001/3,,TR 94/7,,TR 2001/3,
173,"How does the NZ Agreement impact the Australian taxation obligations of a New Zealand resident trustee of a New Zealand Foreign Trust, where the trust derives income from Australian sources?",TR 2005/14,True,TR 2005/14,,TR 2005/14,,TR 2005/14,,TR 2005/14,,TR 2005/14,
172,"Can a New Zealand resident trustee of a New Zealand Foreign Trust be considered a resident in New Zealand for the purposes of the NZ Agreement, where the trustee is only assessed on the portion of the trust net income that is derived from sources in New Zealand?",TR 2005/14,True,TR 2005/14,,TR 2005/14,,TR 2005/14,,TR 2005/14,,TR 2005/14,
176,I'm a beneficiary of a New Zealand trust that earns income from Australia. Do I have to pay tax in Australia on my share of the trust income?,TR 2005/14,True,TR 2005/14,,TR 2005/14,,TR 2005/14,,TR 2005/14,,TD 2017/23,
175,"I've set up a trust in New Zealand, and I'm the settlor. I'm not a resident in New Zealand, but the trustee is. Does the Australia/New Zealand tax agreement affect how the trust is taxed in Australia?",TR 2005/14,True,TR 2005/14,,TR 2005/14,,TR 2005/14,,TR 2005/14,,TR 2005/14,
174,"I have a trust set up in New Zealand, and I'm the trustee. I'm a resident in New Zealand, but the trust earns income from Australia. Do I have to pay tax in Australia on that income?",TR 2005/14,True,TR 2005/14,,TR 2005/14,,TR 2005/14,,TR 2005/14,,TR 2005/14,
178,"Can you clarify the Commissioner's position on the application of section 45A of the ITAA 1936 to the issue of Ordinary Shares to Holders on Exchange, and how this affects the tax treatment of capital benefits received by Holders?",CR 2016/20,True,CR 2022/37,,CR 2017/22,,CR 2016/20,,CR 2021/22,,CR 2021/9,
171,"How does the Australia/New Zealand Double Tax Agreement (the NZ Agreement) apply to a New Zealand resident trustee of a New Zealand Foreign Trust, where the trustee is taxed in New Zealand only on income from sources in New Zealand?",TR 2005/14,True,TR 2005/14,,TR 2005/14,,TR 2005/14,,TR 2005/14,,TR 2005/14,
179,"How does the Commissioner's ruling address the potential application of section 45B of the ITAA 1936 to the PERLS VIII Transaction, and what are the implications for the tax treatment of capital benefits received by Holders?",CR 2016/20,True,CR 2016/20,,CR 2016/20,,CR 2017/22,,CR 2008/30,,CR 2019/6,
177,"How does the Commissioner's ruling on the CommBank PERLS VIII Capital Notes apply to the tax implications of acquiring and holding these notes, specifically in relation to the inclusion of distributions and franking credits in assessable income?",CR 2016/20,True,CR 2022/37,,CR 2016/20,,CR 2021/29,,CR 2021/22,,CR 2022/37,
181,I'm not sure I understand how the Exchange of PERLS VIII for Ordinary Shares will affect my tax situation. Can you explain how this will impact my tax obligations and any potential benefits I may be entitled to?,CR 2016/20,True,CR 2016/20,,CR 2016/20,,CR 2016/20,,CR 2016/20,,CR 2021/22,
182,I've heard that the Commissioner has made a ruling on the tax implications of the CommBank PERLS VIII Capital Notes. Can you tell me more about this ruling and how it affects me as a holder of these notes?,CR 2016/20,True,CR 2016/20,,CR 2021/29,,CR 2021/22,,CR 2022/37,,CR 2018/23,
187,My hospital takes care of billing and collecting payments from my private patients. Can I claim a deduction for the fees I pay to the hospital as part of my employment contract?,CR 2005/26,True,CR 2005/26,,CR 2006/24,,TR 95/15,,CR 2005/26,,CR 2005/26,
180,"I'm a holder of CommBank PERLS VIII Capital Notes. How will the distributions I receive be treated for tax purposes, and what are the implications for my assessable income?",CR 2016/20,True,CR 2016/20,,CR 2022/37,,CR 2016/20,,CR 2022/37,,CR 2022/37,
183,How does the private practice component of a full-time medical specialist's remuneration package affect their assessable income under section 6-5 of the ITAA 1997?,CR 2005/26,True,CR 2005/26,,CR 2005/26,,CR 2006/24,,CR 2006/24,,CR 2005/26,
186,"I'm a doctor working full-time at a hospital, and I also do some private practice on the side. Do I have to pay tax on the money I earn from my private patients?",CR 2005/26,True,CR 2006/24,,CR 2005/26,,CR 2005/26,,CR 2006/24,,TR 97/25,
185,How does the non-commercial loss provision in Division 35 of the ITAA 1997 apply to a medical specialist conducting a private practice under a 100% payment arrangement?,CR 2005/26,True,CR 2005/26,,CR 2005/26,,CR 2005/26,,CR 2005/26,,CR 2003/34,
184,Can a medical specialist claim a deduction under section 8-1 of the ITAA 1997 for the gross fees paid over to the health service as part of their employment contract?,CR 2005/26,True,CR 2005/26,,CR 2006/24,,CR 2005/26,,CR 2006/24,,CR 2005/26,
188,"I'm not making a profit from my private practice, but I'm still earning some income from it. Do I have to declare this income on my tax return, and are there any special rules that apply to me?",CR 2005/26,False,TR 97/11,,TR 1999/9,,TR 98/1,,CR 2012/31,,TD 2010/21,
190,How does the choice to consolidate a potential MEC group under section 719-50 of the Income Tax Assessment Act 1997 affect the imputation obligations of the provisional head company in relation to frankable distributions made by eligible tier-1 companies?,TD 2006/21,True,TD 2006/21,,TD 2006/21,,TD 2006/21,,TD 2006/20,,TD 2006/50,
191,"Can you clarify the application of subsection 719-435(1) of the Income Tax Assessment Act 1997 in relation to frankable distributions made by eligible tier-1 companies in a MEC group, and how it affects the provisional head company's imputation obligations?",TD 2006/21,True,TD 2006/21,,TD 2006/21,,TD 2006/21,,TD 2006/21,,TD 2006/50,
193,How does a group of companies decide which company is responsible for handling the tax obligations when they make payments to their shareholders?,TD 2006/21,True,TR 1999/1,,TR 2004/12,,TD 2006/21,,TD 2004/83,,TD 2004/83,
194,"If a company is part of a group and makes a payment to its shareholders, but is not the main company in the group, who is responsible for making sure the tax rules are followed?",TD 2006/21,False,TD 2005/42,,TR 2004/11,,TD 2004/68,,TR 2004/11,,TD 2006/21,
196,"Can you clarify the Commissioner's view on the scope of the phrase 'fuel to use, in a vehicle, for travelling on a public road' in subsection 43-10(3), particularly in relation to fuel used for idling and cabin air-conditioning?",FTD 2016/1,True,FTR 2008/1,,FTR 2008/1,,FTR 2008/1,,FTD 2016/1,,FTD 2016/1,
198,"5 tonnes, and what are the specific conditions that must be satisfied for the reduction to apply?",FTD 2016/1,True,TD 2006/71,,CR 2011/19,,FTD 2016/1,,CR 2015/27,,CR 2009/21,
197,How does the fuel tax credit entitlement reduction apply to vehicles with a gross vehicle mass of more than,FTD 2016/1,True,FTR 2008/1,,FTD 2016/1,,CR 2015/13,,PR 2021/2,,FTR 2008/1,
199,"If I'm driving a truck on a public road and the engine is idling while I'm stopped, do I still get a fuel tax credit for that fuel, or is it reduced because of the road user charge?",FTD 2016/1,True,FTD 2016/1,,FTD 2016/1,,FTD 2016/1,,FTR 2008/1,,FTR 2008/1,
195,How does the road user charge under subsection 43-10(3) of the Fuel Tax Act 2006 apply to fuel used for idling and cabin air-conditioning of a vehicle on a public road?,FTD 2016/1,True,FTD 2016/1,,FTR 2008/1,,FTR 2008/1,,FTR 2008/1,,FTD 2016/1,
200,"Does the air-conditioning in my truck's cabin affect my fuel tax credit when I'm driving on a public road, and if so, how?",FTD 2016/1,True,FTD 2016/1,,FTD 2016/1,,FTD 2016/1,,FTR 2008/1,,FTR 2008/1,
201,"If I'm using my vehicle for work and it's idling on a public road, can I claim a fuel tax credit for that fuel, or is it considered part of the road user charge?",FTD 2016/1,True,FTD 2016/1,,FTD 2016/1,,FTR 2008/1,,FTR 2008/1,,FTR 2008/1,
203,"Can you provide an example of a performance bond that is considered a financial supply under item 7, and explain how the payment or supply under the bond is treated for GST purposes?",GSTR 2006/1,True,GSTR 2006/1,,GSTR 2006/1,,GSTR 2006/1,,GSTR 2006/1,,GSTR 2003/13,
202,"How does the ATO define a guarantee and an indemnity for the purposes of GST, and what are the key differences between the two?",GSTR 2006/1,True,GSTR 2006/1,,GSTR 2006/1,,GSTR 2006/1,,GSTR 2006/1,,TR 96/23,
189,"In a multiple entry consolidated (MEC) group, which entity is responsible for meeting the obligations imposed by Part 3-6 of the Income Tax Assessment Act 1997 in relation to a frankable distribution made to members outside the group by an eligible tier-1 company that is not the provisional head company?",TD 2006/21,True,TD 2006/21,,TD 2006/21,,TD 2006/47,,TD 2006/50,,TD 2006/20,
205,I'm not sure if I have a guarantee or an indemnity - can you explain the difference in simple terms?,GSTR 2006/1,True,GSTR 2006/1,,GSTR 2006/1,,GSTR 2006/1,,TR 96/23,,GSTR 2006/1,
206,"I've purchased an extended warranty for my car - is this considered a financial supply under GST, and do I need to pay GST on it?",GSTR 2006/1,False,GSTD 2006/1,,GSTD 2006/1,,GSTD 2006/1,,GSTD 2006/1,,GSTR 2005/6,
207,"I've entered into a contract with a builder who has provided a performance bond - what happens if the builder doesn't complete the work, and how is the payment or supply under the bond treated for GST purposes?",GSTR 2006/1,True,GSTR 2006/1,,GSTR 2006/1,,GSTR 2006/1,,GSTR 2006/1,,GSTD 2014/3,
208,How does the safe harbour arrangement for apportioning payments of excess under insurance policies affect the calculation of increasing adjustments under section 78-18 of the GST Act?,GSTIIII13,True,GSTIIII13,,GSTIIII13,,GSTIIII13,,GSTIIII13,,GSTIIII13,
210,How does the safe harbour arrangement for apportioning payments of excess under insurance policies affect the calculation of decreasing adjustments under section 78-15 of the GST Act?,GSTIIII13,True,GSTIIII13,,GSTIIII13,,GSTIIII13,,GSTIIII13,,GSTIIII13,
211,I have an insurance policy that requires me to pay an excess when I make a claim. How does this excess affect the GST I pay on my insurance premiums?,GSTIIII13,True,GSTIIII12,,GSTIIII13,,GSTR 2006/10,,GSTR 2006/10,,GSTIIII6,
192,"If a company is part of a group of companies and makes a payment to its shareholders, which company is responsible for providing the necessary tax information to the shareholders?",TD 2006/21,False,TR 1999/1,,CR 2016/2,,TR 1999/1,,CR 2019/10,,MT 2006/1,
214,"How does the ruling apply to a retirement village operator who develops and operates a retirement village, and what are the tax implications for the operator's income and deductions?",TR 2002/14,True,TR 2002/14,,TR 2002/14,,TR 2002/14,,TR 2002/14,,GSTR 2011/1,
216,"How are lease premiums and interest-free loans treated for tax purposes in the context of retirement village arrangements, and what are the implications for the operator's assessable income and deductions?",TR 2002/14,True,TR 2002/14,,TR 2002/14,,TR 2002/14,,TR 2002/14,,TR 2002/14,
217,"I'm considering moving into a retirement village and I've been asked to pay a large upfront fee. Is this fee considered a loan or a lease premium, and how will it affect my taxes?",TR 2002/14,True,TR 2002/14,,TR 2002/14,,TR 2002/14,,TR 2002/14,,TR 2002/14,
204,"How does the ATO distinguish between a warranty and a guarantee, and what are the implications for GST treatment?",GSTR 2006/1,True,GSTR 2006/1,,GSTR 2006/1,,GSTR 2006/1,,GSTR 2006/1,,GSTR 2006/1,
213,How does the insurance company calculate the GST on the excess I paid when I made a claim?,GSTIIII13,True,GSTIIII6,,GSTIIII13,,GSTIIII13,,GSTIIII12,,GSTIIII13,
221,Can a company satisfy the public offer test by quoting the principal amount and maturity date of the debenture instead of the name of the programme on an electronic financial information source?,TD 1999/16,True,TD 1999/16,,TD 1999/16,,TD 1999/16,,TD 1999/16,,TD 1999/22,
218,"I've heard that some retirement villages offer a ""discount lease"" option. How does this work, and what are the tax implications for me as a resident?",TR 2002/14,True,PR 2018/9,,GSTR 2011/1,,GSTR 2012/4,,TR 2002/14,,TR 2002/14,
212,I'm an insurance policyholder and I've paid an excess on a claim. Can I claim a refund of GST on the excess I paid?,GSTIIII13,False,GSTR 2015/1,,GSTIIII12,,GSTIIII12,,GSTIIII12,,GSTIIII13,
209,Can an insurer adopt the safe harbour arrangement for a class of insurance and calculate increasing adjustments on an actual basis for another class of insurance?,GSTIIII13,True,GSTIIII13,,GSTIIII13,,GSTIIII13,,GSTIIII13,,GSTIIII13,
215,"Can a retirement village operator claim deductions for the costs of developing or acquiring a retirement village, and if so, what are the conditions for claiming these deductions?",TR 2002/14,True,TR 2002/14,,TR 2002/14,,TR 2002/14,,TR 2002/14,,TR 2002/14,
222,Is it necessary for investors to confirm with the issuing company that they acquired the debentures as a result of having seen the publicity initiated by the issuer in order to satisfy the public offer test?,TD 1999/16,True,TD 1999/16,,TD 1999/14,,TD 1999/14,,TD 1999/14,,TD 1999/15,
225,"If someone buys debentures after seeing information about them on a financial website or in a newspaper, does the company need to check with the buyer to make sure they saw the information before selling the debentures to them?",TD 1999/16,True,TD 1999/16,,TD 2001/3,,TD 1999/14,,TD 1999/14,,TD 1999/13,
227,"Can a non-resident corporate limited partnership, which is an LP or LLP formed in the UK or US, be considered a resident of the UK or US if it is subject to tax on its worldwide income in that country?",TD 2004/31,True,TD 2004/31,,TD 2004/31,,TD 2004/31,,TD 2004/31,,TD 2009/2,
226,How does the residency status of a UK or US Limited Partnership (LP) or Limited Liability Partnership (LLP) impact its classification as a resident of a particular country for the purposes of Part X of the Income Tax Assessment Act 1936?,TD 2004/31,True,TD 2004/31,,TD 2004/31,,TD 2004/31,,GSTR 2004/7,,TD 2009/2,
228,How does the application of Division 830 of the Income Tax Assessment Act 1997 and the Income Tax (Transitional Provisions) Act 1997 affect the residency status of a non-resident corporate limited partnership that is an LP or LLP formed in the UK or US?,TD 2004/31,True,TD 2004/31,,TD 2004/31,,TD 2004/31,,TD 2009/2,,CR 2007/7,
219,"I'm selling my unit in a retirement village and I've been told that I'll have to pay a deferred management fee. How is this fee calculated, and when do I have to pay it?",TR 2002/14,True,TR 2002/14,,TR 2002/14,,TR 2002/14,,TR 2002/14,,TR 2002/14,
231,"If my business partnership is taxed on its worldwide income in the UK or US, does that automatically make it a resident of that country for tax purposes?",TD 2004/31,True,TD 2004/31,,TD 2004/31,,TD 2009/2,,TD 2009/2,,TD 2009/2,
229,"If I have a business partnership set up in the UK or US, how do I know which country it's considered a resident of for tax purposes?",TD 2004/31,True,TD 2004/31,,TD 2004/31,,TD 2004/31,,GSTR 2004/7,,TD 2009/2,
230,Does it matter where my business partnership was formed when determining its residency status for tax purposes?,TD 2004/31,True,GSTR 2005/6,,GSTR 2004/7,,TD 2009/2,,TD 2004/31,,GSTR 2005/6,
232,"What are the specific conditions under which a lump sum compensation payment is considered assessable income under subsection 25(1) of the ITAA, particularly when the payment is for loss of income only?",TD 93/58,True,TD 93/58,,TD 93/3,,TD 93/3,,PR 2007/20,,TR 2012/8,
233,"How does the ATO differentiate between a lump sum payment that includes compensation for damage to goodwill (a capital asset) and one that is solely for loss of income, in terms of assessability?",TD 93/58,True,TD 93/58,,TD 93/3,,PR 2013/1,,TD 93/58,,TR 95/35,
234,"In cases where a lump sum payment includes both income and capital components, what criteria are used to identify and quantify the portion of the payment that is assessable as income?",TD 93/58,True,TD 93/58,,TD 93/58,,PR 2013/1,,PR 2013/1,,TD 93/3,
236,"I'm being paid a lump sum for my land being taken over, and part of that payment is for interest. Do I have to pay tax on the interest portion of the payment?",TD 93/58,True,TD 1999/26,,TR 92/3,,GSTR 2015/2,,TD 93/58,,GSTR 2009/2,
237,"If I receive a lump sum payment that includes compensation for both lost income and damage to my business's reputation, how do I figure out which part of the payment is taxable?",TD 93/58,True,TD 93/58,,TD 93/58,,TR 95/35,,TD 2018/16,,TD 2016/18,
235,"If I receive a lump sum payment as compensation for not getting my fair share of profits from a business I was involved in, is that payment considered taxable income?",TD 93/58,True,TD 93/58,,CR 2020/23,,TD 2016/18,,TR 92/3,,TR 2003/13,
239,Can a foreign-resident Plc shareholder choose scrip for scrip roll-over relief if they used their Plc shares in carrying on a business at or through a permanent establishment in Australia?,CR 2022/16,True,CR 2022/16,,CR 2022/9,,CR 2009/10,,CR 2011/34,,CR 2023/9,
220,Does the public offer test in paragraph 128F(3)(d) of the Income Tax Assessment Act 1936 require a company to demonstrate that negotiations in respect of a particular debenture actually resulted from negotiations being initiated publicly in electronic form?,TD 1999/16,True,TD 1999/16,,TD 1999/16,,TD 1999/15,,TD 2001/3,,TD 1999/8,
238,"How does the Australian Taxation Office determine the market value of the new Limited shares received in exchange for Plc shares, for the purpose of calculating capital proceeds from CGT event A1?",CR 2022/16,True,CR 2022/16,,CR 2022/16,,CR 2018/14,,CR 2014/36,,CR 2018/31,
224,"Can a company put information about its debenture offer on a website or in a newspaper that people in the financial industry read, and would that be enough to meet the public offer test?",TD 1999/16,True,TD 1999/16,,TD 1999/16,,TD 1999/16,,TD 1999/16,,TD 1999/14,
223,"If a company wants to issue debentures without having to pay interest withholding tax, does it need to advertise its intention to raise funds in a way that financial markets can see?",TD 1999/16,False,TD 1999/12,,TD 1999/17,,TD 1999/11,,TD 1999/13,,TD 1999/17,
240,"How does the ATO calculate the first element of the cost base or reduced cost base of each new Limited share received, if scrip for scrip roll-over is chosen?",CR 2022/16,False,CR 2022/24,,CR 2019/20,,CR 2019/1,,CR 2012/2,,CR 2011/31,
242,I'm a foreign resident and I owned BHP Group Plc shares. Do I have to pay tax on any capital gain I made from exchanging my shares for BHP Group Limited shares?,CR 2022/16,True,CR 2022/16,,CR 2022/16,,CR 2022/15,,CR 2022/15,,CR 2015/40,
241,I exchanged my BHP Group Plc shares for BHP Group Limited shares as part of the company's unification. How do I work out if I made a capital gain or loss from this exchange?,CR 2022/16,True,CR 2022/15,,CR 2015/40,,CR 2022/16,,CR 2022/16,,CR 2020/18,
243,I received new BHP Group Limited shares in exchange for my Plc shares. How do I work out the cost base of these new shares for tax purposes?,CR 2022/16,True,CR 2022/16,,CR 2022/16,,CR 2022/16,,CR 2022/16,,CR 2015/40,
246,"How does the disclosure of the credit component in a hire purchase agreement impact the GST treatment of the entire agreement, and what are the implications for input tax credit claims?",GSTA TPP 026,True,GSTA TPP 026,,GSTA TPP 026,,GSTR 2004/4,,GSTA TPP 004,,GSTR 2000/29,
244,"How does the attribution of input tax credits for the principal component of a hire purchase agreement interact with the accounting method used by the recipient, specifically in relation to the timing of claiming the full input tax credit?",GSTA TPP 026,True,GSTA TPP 026,,GSTA TPP 004,,GSTR 2000/29,,GSTR 2000/29,,GSTA TPP 026,
247,"If I buy something using a hire purchase agreement, can I claim the GST back on the full amount straight away, or do I have to wait until I've made all the payments?",GSTA TPP 026,False,GSTR 2000/29,,GSTR 2000/29,,GSTR 2000/29,,GSTR 2000/12,,GSTR 2000/29,
248,"How does the interest and fees part of a hire purchase agreement affect the GST I pay, and can I claim any of that back?",GSTA TPP 026,False,GSTA TPP 004,,GSTR 2000/29,,GSTR 2004/4,,GSTR 2000/29,,GSTR 2000/29,
